problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165851_769161,put an empty glass in the cabinet above the store.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject cup)
(GotoLocation sinkbasin)
(CleanObject cup)
(GotoLocation cabinet)
(PutObject cup cabinet)","(GotoLocation diningtable)
(PickupObject glass)
(GotoLocation store)
(OpenObject cabinet2)
(PutObject glass cabinet2)
"
train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165851_769161,put an empty glass in the cabinet above the store.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject cup)
(GotoLocation sinkbasin)
(CleanObject cup)
(GotoLocation cabinet)
(PutObject cup cabinet)","(GotoLocation sink)
(PickupObject glass)
(GotoLocation cabinet)
(PutObject glass cabinet)
"
train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165851_769161,put an empty glass in the cabinet above the store.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject cup)
(GotoLocation sinkbasin)
(CleanObject cup)
(GotoLocation cabinet)
(PutObject cup cabinet)","(GotoLocation countertop)
(PickupObject glass)
(GotoLocation cabinet)
(PutObject glass cabinet)
"
train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165851_769161,put an empty glass in the cabinet above the store.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject cup)
(GotoLocation sinkbasin)
(CleanObject cup)
(GotoLocation cabinet)
(PutObject cup cabinet)","(GotoLocation store)
(PickupObject glass)
(GotoLocation cabinet)
(PutObject glass cabinet)
"
train/pick_clean_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165851_769161,put an empty glass in the cabinet above the store.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject cup)
(GotoLocation sinkbasin)
(CleanObject cup)
(GotoLocation cabinet)
(PutObject cup cabinet)","(GotoLocation store)
(GotoLocation cabinet)
(PickupObject glass)
(GotoLocation countertop)
(PutObject glass countertop)
(GotoLocation cabinet)
(PutObject glass cabinet)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,cut a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation tomato)
(SliceObject tomato)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation fridge)
(PickupObject tomato)
(GotoLocation countertop)
(CutObject tomato knife)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,cut a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation tomato)
(SliceObject tomato)","(GotoLocation fridge)
(PickupObject tomato)
(GotoLocation countertop)
(CutObject tomato countertop)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,cut a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation tomato)
(SliceObject tomato)","(GotoLocation fridge)
(PickupObject tomato)
(GotoLocation countertop)
(CutObject tomato)"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,cut a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation tomato)
(SliceObject tomato)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation refrigerator)
(PickupObject tomato)
(GotoLocation countertop)
(CutObject tomato knife)
"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,cut a tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation tomato)
(SliceObject tomato)","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation fridge)
(PickupObject tomato)
(GotoLocation countertop)
(CutObject tomato knife)
"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)","(GotoLocation shelves)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)
"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)","(GotoLocation shelves)
(PickupObject cell phone)
(GotoLocation desk)
(PutObject cell phone desk)
"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)","(GotoLocation shelves)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)
"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)","(GotoLocation shelves)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)
"
train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162400_978293,move the cell phone from the shelves to desk.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation shelf)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)","(GotoLocation shelves)
(PickupObject cellphone)
(GotoLocation desk)
(PutObject cellphone desk)
"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,warm up an egg to put in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation fridge)
(PutObject egg fridge)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(WarmObject egg microwave)
(GotoLocation fridge)
(PutObject egg fridge)
"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,warm up an egg to put in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation fridge)
(PutObject egg fridge)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg microwave)
(GotoLocation fridge)
(PutObject egg fridge)
"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,warm up an egg to put in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation fridge)
(PutObject egg fridge)","(GotoLocation cabinet)
(PickupObject egg)
(GotoLocation microwave)
(WarmObject egg microwave)
(GotoLocation fridge)
(PutObject egg fridge)
"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,warm up an egg to put in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation fridge)
(PutObject egg fridge)","(GotoLocation fridge)
(PutObject egg fridge)
"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,warm up an egg to put in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject egg)
(GotoLocation microwave)
(HeatObject egg)
(GotoLocation fridge)
(PutObject egg fridge)","(GotoLocation fridge)
(PickupObject egg)
(GotoLocation microwave)
(WarmObject egg microwave)
(GotoLocation fridge)
(PutObject egg fridge)
"
train/look_at_obj_in_light-Bowl-None-DeskLamp-302/trial_T20190908_030636_661532,turn a lamp on with a bowl in hand.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BowlType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation desk)
(PickupObject bowl)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cabinet)
(PickupObject bowl)
(GotoLocation lamp)
(TurnObjectOn lamp)
"
train/look_at_obj_in_light-Bowl-None-DeskLamp-302/trial_T20190908_030636_661532,turn a lamp on with a bowl in hand.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BowlType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation desk)
(PickupObject bowl)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cabinet)
(PickupObject bowl)
(GotoLocation desklamp)
(TurnOnObject desklamp)
"
train/look_at_obj_in_light-Bowl-None-DeskLamp-302/trial_T20190908_030636_661532,turn a lamp on with a bowl in hand.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BowlType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation desk)
(PickupObject bowl)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cabinet)
(PickupObject bowl)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/look_at_obj_in_light-Bowl-None-DeskLamp-302/trial_T20190908_030636_661532,turn a lamp on with a bowl in hand.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BowlType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation desk)
(PickupObject bowl)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation table)
(PickupObject bowl)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/look_at_obj_in_light-Bowl-None-DeskLamp-302/trial_T20190908_030636_661532,turn a lamp on with a bowl in hand.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BowlType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation desk)
(PickupObject bowl)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cabinet)
(PickupObject bowl)
(GotoLocation lamp)
(TurnOnObject lamp)
"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,take the phone from the top of the nightstand and place it in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject cellphone)
(GotoLocation drawer)
(PutObject cellphone drawer)","(GotoLocation nightstand)
(PickupObject phone)
(GotoLocation drawer)
(PutObject phone drawer)
"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,take the phone from the top of the nightstand and place it in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject cellphone)
(GotoLocation drawer)
(PutObject cellphone drawer)","(GotoLocation nightstand)
(PickupObject phone)
(GotoLocation drawer)
(PutObject phone drawer)
"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,take the phone from the top of the nightstand and place it in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject cellphone)
(GotoLocation drawer)
(PutObject cellphone drawer)","(GotoLocation nightstand)
(PickupObject phone)
(GotoLocation drawer)
(PutObject phone drawer)
"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,take the phone from the top of the nightstand and place it in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject cellphone)
(GotoLocation drawer)
(PutObject cellphone drawer)","(GotoLocation nightstand)
(PickupObject phone)
(GotoLocation drawer)
(PutObject phone drawer)
"
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,take the phone from the top of the nightstand and place it in the drawer.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CellPhoneType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation bed)
(PickupObject cellphone)
(GotoLocation drawer)
(PutObject cellphone drawer)","(GotoLocation nightstand)
(PickupObject phone)
(GotoLocation drawer)
(PutObject phone drawer)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toiletnext)
(PickupObject plunger)
(GotoLocation sinkcupboard)
(PutObject plunger sinkcupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toilet)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GotoLocation cupboard)
(PutObject plunger cupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toilet)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GoToLocation cupboard)
(PutObject plunger cupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toilet)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GotoLocation cupboard)
(PutObject plunger cupboard)
"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,move the plunger from next to the toilet to the cupboard under the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlungerType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation plunger)
(PickupObject plunger)
(GotoLocation cabinet)
(PutObject plunger cabinet)","(GotoLocation toilet)
(PickupObject plunger)
(GotoLocation sink)
(PutObject plunger sink)
(GotoLocation cupboard)
(PutObject plunger cupboard)
"
train/look_at_obj_in_light-Cloth-None-DeskLamp-307/trial_T20190907_133732_808975,look at a cloth by the light of a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o ClothType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation cloth)
(PickupObject cloth)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cloth)
(GotoLocation lamp)
(LookAtObject cloth lamp)
"
train/look_at_obj_in_light-Cloth-None-DeskLamp-307/trial_T20190907_133732_808975,look at a cloth by the light of a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o ClothType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation cloth)
(PickupObject cloth)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation lamp)
(TurnOnObject lamp)
(GotoLocation drawer)
(PickupObject cloth)
(GotoLocation lamp)
(LookAtObject cloth lamp)
(TurnOffObject lamp)
"
train/look_at_obj_in_light-Cloth-None-DeskLamp-307/trial_T20190907_133732_808975,look at a cloth by the light of a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o ClothType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation cloth)
(PickupObject cloth)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation lamp)
(TurnOnObject lamp)
(GotoLocation table)
(LookAtObject cloth lamp)
"
train/look_at_obj_in_light-Cloth-None-DeskLamp-307/trial_T20190907_133732_808975,look at a cloth by the light of a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o ClothType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation cloth)
(PickupObject cloth)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation lamp)
(TurnOnObject lamp)
(GotoLocation table)
(LookAtObject cloth)
(TurnOffObject lamp)
"
train/look_at_obj_in_light-Cloth-None-DeskLamp-307/trial_T20190907_133732_808975,look at a cloth by the light of a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o ClothType)
                (holds ?a ?o)
            )
    ))))))","(GotoLocation cloth)
(PickupObject cloth)
(GotoLocation desklamp)
(ToggleObject desklamp)","(GotoLocation cloth)
(LookAtObject cloth)
(GotoLocation lamplight)
(LookAtObject lamplight)
"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000313_868459,place a sliced loaf of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation sidetable)
(PutObject bread sidetable)","(GotoLocation breadbox)
(PickupObject bread)
(GotoLocation countertop)
(SliceObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000313_868459,place a sliced loaf of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation sidetable)
(PutObject bread sidetable)","(GotoLocation pantry)
(PickupObject bread)
(GotoLocation countertop)
(SliceObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000313_868459,place a sliced loaf of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation sidetable)
(PutObject bread sidetable)","(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation bread)
(SliceObject bread knife)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000313_868459,place a sliced loaf of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation sidetable)
(PutObject bread sidetable)","(GotoLocation countertop)
(PickupObject bread)
(SliceObject bread)
(GotoLocation microwave)
(PutObject bread microwave)
"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000313_868459,place a sliced loaf of bread in front of the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject knife)
(GotoLocation bread)
(SliceObject bread)
(GotoLocation countertop)
(PutObject knife countertop)
(GotoLocation countertop)
(PickupObject bread)
(GotoLocation sidetable)
(PutObject bread sidetable)","(GotoLocation countertop)
(PickupObject bread)
(GotoLocation microwave)
(SliceObject bread)
(GotoLocation countertop)
(PutObject bread countertop)
"
train/pick_and_place_simple-RemoteControl-None-ArmChair-223/trial_T20190908_163723_604442,move a remote control to a chair.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o RemoteControlType) 
                (receptacleType ?r ArmChairType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation coffeetable)
(PickupObject remotecontrol)
(GotoLocation armchair)
(PutObject remotecontrol armchair)","(GotoLocation couch)
(PickupObject remotecontrol)
(GotoLocation chair)
(PutObject remotecontrol chair)
"
