problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal
train/pick_heat_then_place_in_recep-PotatoSliced-None-DiningTable-7/trial_T20190908_032410_853210,place a cooked slice of potato on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (isSliced ?o) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(isSliced ?o)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-Pot-None-Cabinet-1/trial_T20190908_184232_754519,put the cold pot in the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (iseCool ?o), \n                (receptacleType ?r CabinetType) \n                (inReceptacle ?o ?r) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r))))
)"
train/look_at_obj_in_light-AlarmClock-None-DeskLamp-328/trial_T20190908_212905_950861,examine the clock in the light of the lamp on the desk.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o AlarmClockType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AlarmClockType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AlarmClockType)
		(receptacleType ?r DeskType)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-Potato-None-SinkBasin-1/trial_T20190909_003249_280701,heat a potato and replace it.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and\n            (exists (?o - object)\n        (and\n            (objectType ?o PotatoType) \n            (isHot ?o)\n        ))\n        (exists (?o - object)\n        (and\n            (objectType ?o PotatoType) \n            (inReceptacle ?o ?r) \n            (receptacleType ?r StoveBurnerType)\n        ))\n        )\n    )\n'],"(:goal
	(and 
		)
)"
train/pick_heat_then_place_in_recep-TomatoSliced-None-DiningTable-11/trial_T20190918_192905_921181,place a warm tomato slice on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (isHot ?o)\n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(isHot ?o))))
)"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,place a slice of tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (inReceptacleObject ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(inReceptacleObject ?o TomatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-25/trial_T20190908_193803_869487,to put an apple slice in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?innerObject - object)\n            (and \n                (objectType ?o AppleType)\n                (isSliced ?o)\n                (receptacleType ?r GarbageCanType)\n                (inReceptacleObject ?innerObject ?o) \n                (inReceptacle ?innerObject ?r) \n            )\n    )))\n)\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(exists (?innerObject - object)
(and 
		(objectType ?o AppleType)
		(isSliced ?o)
		(receptacleType ?r GarbageCanType)
		(inReceptacleObject ?innerObject ?o)
		(inReceptacle ?innerObject ?r)))))
)"
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-12/trial_T20190908_130547_241966,place a cooked potato slice inside the refrigerator.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SafeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SafeType)
		(inReceptacle ?o ?r))))
)"
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091615_973891,slice a tomato that is on the microwave stand.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-TomatoSliced-None-SinkBasin-4/trial_T20190907_071641_645198,put a cooled tomato slice in the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and\n            (isClean Tomato) )\n)\n'],"(:goal
	(and 
		(isClean Tomato))
)"
train/pick_heat_then_place_in_recep-Egg-None-SideTable-21/trial_T20190907_045010_383014,put a heated egg on the small black table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r SideTableType)\n                (and (inReceptacle ?o ?r) (isHot ?o)) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o EggType)
		(receptacleType ?r SideTableType))))
)"
train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-13/trial_T20190907_171959_889613,place a clean mug in the coffee maker.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r CoffeeMachineType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190906_185300_516151,get a mug to make coffee.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r StoveBurnerType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r StoveBurnerType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190909_072422_690945,put a clean coffee mug in a coffee machine.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (isClean ?o) \n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r CoffeeMachineType)
		(isClean ?o)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-6/trial_T20190907_214020_312152,move a heated slice of potato to the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType)\n                (inReceptacleObject HeatedSliceOfPotatoType ?o) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(inReceptacleObject HeatedSliceOfPotatoType ?o)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-SideTable-21/trial_T20190907_101202_135300,place a cooled slice of bread down on the black table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035207_764646,put the cleaned soap bar in the cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SoapBarType) \n                (inReceptacle ?o ?r) \n                (receptacleType ?r CabinetType)\n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o SoapBarType)
		(inReceptacle ?o ?r)
		(receptacleType ?r CabinetType))))
)"
train/pick_cool_then_place_in_recep-Tomato-None-GarbageCan-15/trial_T20190907_082803_736076,place a cool tomato in the bin.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r GarbageCanType)\n                (isCool ?o) \n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r GarbageCanType)
		(isCool ?o)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-17/trial_T20190912_091403_416819,to cool a slice of tomato and place it in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r) \n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(isCool ?o))))
)"
train/pick_heat_then_place_in_recep-Potato-None-Fridge-2/trial_T20190909_030845_198194,put a warm potato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-Tomato-None-Fridge-15/trial_T20190909_020250_544216,put a heated tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and (isOn tomato) (inReceptacle tomato fridge)))\n'],"(:goal
	(and 
		(isOn tomato)
		(inReceptacle tomato fridge))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-27/trial_T20190906_184607_515048,place a piece of sliced bread in a microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r MicrowaveType)\n                (isSliced ?o)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r MicrowaveType)
		(isSliced ?o)
		(inReceptacle ?o ?r))))
)"
train/look_at_obj_in_light-RemoteControl-None-FloorLamp-223/trial_T20190909_110037_453430,turn on the lamp with a remote.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o RemoteControlType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o RemoteControlType) \n                (receptacleType ?r DeskLampType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o RemoteControlType)
		(receptacleType ?r DeskLampType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-Plate-None-DiningTable-17/trial_T20190909_122939_032098,place a chilled plate on a table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PlateType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PlateType) \n                (receptacleType ?r DiningTableType)\n                (isCool ?o) \n                (openable ?r) \n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PlateType)
		(receptacleType ?r DiningTableType)
		(isCool ?o)
		(openable ?r)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-27/trial_T20190918_192826_449156,place a cool potato slice on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",[' \n\n;; PDDL Goal: \n(:goal\n        (exists (?o - object)\n            (and\n                (objectType ?o PotatoType)\n                (isCool ?o)\n                (objectAtLocation ?o DiningTable)\n    )))\n'],"(:goal
	(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(isCool ?o)
		(objectAtLocation ?o DiningTable)))
)"
train/look_at_obj_in_light-CreditCard-None-FloorLamp-213/trial_T20190909_144528_257789,look at the credit card under the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CreditCardType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CreditCardType) \n                (receptacleType ?r FloorLampType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CreditCardType)
		(receptacleType ?r FloorLampType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-Potato-None-CounterTop-14/trial_T20190908_053512_113312,"take the potato , put it in the fridge and set it on the counter.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-SideTable-21/trial_T20190907_101038_416790,place a cold slice of bread on a brown table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (and (isCooled ?o)\n                    (inReceptacle ?o ?r)) \n            \n            )\n    )))\n\n<END>'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r DiningTableType))))
)"
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-30/trial_T20190908_175003_052826,put a heated cup on the coffee maker.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal (exists (?l - location ?rtxt - text) (exists (?o - object ?otype - otype ?t - time ?t2 - time ?h - heat)\n    (and (= ?h Hot)\n    (objectType ?o MugType)\n    (receptacleType ?r ShelfType)\n    (inReceptacle ?o ?r)\n    (= ?otype CoffeeMachineType)\n    (openable ?r)\n    (objectAtLocation ?o ShelfType)\n    (= ?t1 08:00:00)\n    (= ?t2 08:08:00)\n    ))))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r ShelfType)
		(inReceptacle ?o ?r)
		(openable ?r)
		(objectAtLocation ?o ShelfType))))
)"
train/pick_clean_then_place_in_recep-Bowl-None-Microwave-23/trial_T20190908_101019_780853,put a bowl of water in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\nunstack the bowl that is clean and place it in the microwave, turn the microwave on, and place the candle there.\n\n;; PDDL Goal: \n(:goal\n    (exists (?r - receptacle)\n        (exists (?o - object)\n            (and\n                (receptacleType ?r MicrowaveType)\n                (objectType ?o BowlType)\n                (isClean ?o)\n                (inReceptacle ?o ?r)\n            )\n        )\n    )\n    (exists (?c - object)\n        (exists (?r - receptacle)\n            (exists (?o - object)\n                (and \n                    (objectType ?o CandleType) \n                    (receptacleType ?r MicrowaveType)\n                    (inReceptacle ?o ?r) \n                )\n            )\n        )\n    )\n    (exists (?a - receptacle)\n        (exists (?b - receptacle)\n            (forall (?o - object)\n                (if\n                    (inReceptacle ?o']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r MicrowaveType)
		(objectType ?o BowlType)
		(isClean ?o)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-6/trial_T20190907_184237_946198,heat up an egg from the fridge and put it back in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o EggType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_and_place_simple-PotatoSliced-None-SinkBasin-25/trial_T20190907_062007_896057,slice a potato in a sink with a knife.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and (inReceptacle Potato Pot) \n        (inReceptacle Knife Pot) \n        (isSliced Potato)\n    ))\n'],"(:goal
	(and 
		(inReceptacle Potato Pot)
		(inReceptacle Knife Pot)
		(isSliced Potato))
)"
train/pick_heat_then_place_in_recep-Potato-None-Fridge-5/trial_T20190908_140553_410521,place a microwaved potato inside of the refrigerator.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/pick_clean_then_place_in_recep-SoapBar-None-BathtubBasin-402/trial_T20190908_184105_132211,bring the soap from the tub to the sink and return the soap to the tub.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SoapBarType) 
                (receptacleType ?r BathtubBasinType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (and \n            (exists (?r - receptacle)\n            (exists (?o - object)\n                (and \n                    (objectType ?o SoapBarType) \n                    (receptacleType ?r SinkBasinType)\n                    (inReceptacle ?o ?r) \n                )\n    )))\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SoapBarType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n    )\n'],"(:goal
	(and 
		)
)"
