problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal
train/look_at_obj_in_light-AlarmClock-None-DeskLamp-305/trial_T20190908_082723_323728,examine a clock under the lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o AlarmClockType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AlarmClockType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AlarmClockType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_cool_then_place_in_recep-Bowl-None-DiningTable-4/trial_T20190908_031115_333928,refrigerate a bowl and fork.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BowlType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n            )\n    ))\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BowlType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n            )\n    )))\n        \n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ForkType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r))))
)"
train/look_at_obj_in_light-Book-None-DeskLamp-309/trial_T20190907_175916_775742,look at a book using a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o BookType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (and (bookAtLocation BowlLocation) \n            (and (?o - object) \n                (isReceptacleObject ?o) \n                (cleanable ?o) \n                (isClean ?o)\n                (objectType ?o LampType)) \n            (and (?o - object) \n                (isReceptacleObject ?o) \n                (cleanable ?o) \n                (isClean ?o) \n                (objectType ?o BookType)) ))\n'],"(:goal
	(and 
		)
)"
train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-14/trial_T20190907_012116_449794,place a microwaved mug in a coffee maker.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - CoffeeMachineType)\n        (exists (?o - MugType)\n            (and\n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMakerType)\n                (inReceptacle ?o ?r) \n                \n                (toggleable ?o)\n                (isToggled ?o)\n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(inReceptacle ?o ?r)
		(toggleable ?o)
		(isToggled ?o))))
)"
train/pick_heat_then_place_in_recep-PotatoSliced-None-SinkBasin-14/trial_T20190908_123539_426345,put cooked potato slice in the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SinkType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_and_place_simple-TomatoSliced-None-SideTable-28/trial_T20190908_213552_035696,slice the tomato on the black stand.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (sliceable ?o)\n                (isSliced ?o)\n            )\n    ))\n\n<END>'],"(:goal
	(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(sliceable ?o)
		(isSliced ?o)))
)"
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-22/trial_T20190909_040642_077525,cool a potato slice in the refrigerator.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r FridgeType)\n                (openable ?r) \n                (opened ?r) \n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r FridgeType)
		(openable ?r)
		(opened ?r)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/pick_heat_then_place_in_recep-PotatoSliced-None-CounterTop-8/trial_T20190910_080205_480727,slice a potato and heat up a slice.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r StoveBurnerType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r StoveBurnerType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)"
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091658_623792,to put a cooled plus sliced tomato on the table to the right of the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FootstoolType)\n                (inReceptacle ?o ?r)\n                (coolable ?o) \n                (isCool ?o) \n                (sliceable ?o) \n                (isSliced ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o)
		(sliceable ?o)
		(isSliced ?o))))
)"
train/pick_cool_then_place_in_recep-TomatoSliced-None-CounterTop-14/trial_T20190911_165306_552824,"put away knife , slice , chill tomato , put tomato on counter.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (forall (?r - receptacle ?o - object) \n        (not\n            (and \n            (objectType ?o TomatoType)\n            (receptacleType ?r CounterTopType)\n            (isCool ?o)\n            (heatable ?o)\n            (inReceptacle ?o ?r)\n            )\n        )) \n    )\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n            (objectType ?o TomatoType)\n            (receptacleType ?r CounterTopType)\n            (sliceable ?o)\n            (isSliced ?o)\n            (isHot ?o)\n            (inReceptacle ?o ?r)\n            (heatable ?o)\n            )\n    )))\n(:goal\n        (forall (?r - receptacle ?o - object) \n        (not\n            (and \n            (objectType ?o KnifeType)\n            (receptacleType ?r'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r CounterTopType)
		(isCool ?o)
		(heatable ?o)
		(inReceptacle ?o ?r))))
)"
train/pick_heat_then_place_in_recep-Cup-None-Shelf-1/trial_T20190906_230209_175441,put a heated glass on the wooden rack.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CupType) 
                (receptacleType ?r ShelfType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o GlassbottleType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o GlassbottleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-GarbageCan-19/trial_T20190908_174425_766449,cool a bread slice plus place it in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(isCool ?o))))
)"
train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_012427_332210,to chill a loaf of bread and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-SideTable-21/trial_T20190907_101038_416790,place a cold slice of bread on a brown table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isCool ?o))))
)"
train/pick_heat_then_place_in_recep-Egg-None-DiningTable-18/trial_T20190908_051307_917970,place a cooked egg onto the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o EggType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)"
train/pick_heat_then_place_in_recep-Tomato-None-Fridge-12/trial_T20190906_190441_327141,put the cooked tomato in the fridge.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r FridgeType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (isHot ?o)\n                \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r)
		(isHot ?o))))
)"
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-25/trial_T20190908_193803_869487,to put an apple slice in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/look_at_obj_in_light-CD-None-DeskLamp-328/trial_T20190908_004539_969224,take the cd out of the trash and turn the lamp on.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o CDType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CDType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (toggleable ?o)\n                (isOn ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CDType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(toggleable ?o)
		(isOn ?o))))
)"
train/pick_cool_then_place_in_recep-Bread-None-CounterTop-16/trial_T20190907_221816_384897,"cool the bread with refrigerator , put the bread on the counter.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",[' \n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/pick_cool_then_place_in_recep-BreadSliced-None-DiningTable-27/trial_T20190908_080050_227088,preparing bread and taking it to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/look_at_obj_in_light-Pillow-None-DeskLamp-319/trial_T20190907_224200_196003,"get a pillow from the bed , take it to the nightstand and turn on the lamp.","(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o PillowType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n    (and (objectAtLocation Pillow nightstand)\n    (isToggled DeskLamp))\n)\n'],"(:goal
	(and 
		(isToggled DeskLamp))
)"
train/pick_cool_then_place_in_recep-Potato-None-Microwave-13/trial_T20190907_200955_697787,put the chilled potato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r DrawerType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070614_702720,put a chilled slice of potato in the trash can.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SinkBasinType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/pick_heat_then_place_in_recep-Egg-None-SideTable-28/trial_T20190908_115607_419115,place a heated egg on a table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r SideTableType)\n                (heat ?o)\n            )\n        )\n    )\n)\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o EggType)
		(receptacleType ?r SideTableType))))
)"
train/pick_heat_then_place_in_recep-Apple-None-GarbageCan-12/trial_T20190908_172429_549227,"cook the apple with microwave , put the cooked apple in the trash bin.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o AppleType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r BagType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n            )\n    ))))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)"
train/pick_and_place_simple-PotatoSliced-None-SinkBasin-25/trial_T20190907_062036_745419,slice a vegetable from the fridge in the sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r SinkBasinType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (receptacleType ?r SinkType)\n                (sliceable ?o)\n                (inReceptacle ?o ?r)\n                (isSliced ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(sliceable ?o)
		(inReceptacle ?o ?r)
		(isSliced ?o))))
)"
train/pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140946_092791,put a heated tomato on the table next to the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)"
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"slice a loaf of bread with a knife , cook it in a microwave put it the small brown table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)"
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-22/trial_T20190909_040822_239216,to cool a potato slice and place it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
train/look_at_obj_in_light-Newspaper-None-FloorLamp-212/trial_T20190908_112042_584512,carry a newspaper while turning on a lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot FloorLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o NewspaperType)
                (holds ?a ?o)
            )
    ))))))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o NewspaperType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)"
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-24/trial_T20190908_111415_336140,put a chilled pot on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))",['\n\n;; PDDL Goal: \n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n'],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)"
